fiscal_year,fiscal_month,cost_pool_id,cost_sub_pool_id,it_tower_id,it_sub_tower_id,allocation_method,allocation_value,description
2025,3,internal_labor,benefits,network,lan_wan,usage_based,0.2,ネットワーク管理担当者の福利厚生費
2025,3,internal_labor,benefits,application,app_development,usage_based,0.3,アプリケーション開発担当者の福利厚生費
2025,3,internal_labor,benefits,it_management,strategy_planning,usage_based,0.1,IT戦略担当者の福利厚生費
2025,3,external_labor,consultants,application,app_support,direct,1.0,ERPコンサルティング費用
2025,3,external_labor,contractors,application,app_development,direct,1.0,CRMシステム開発委託
2025,3,hardware,hw_expense,end_user,workspace,direct,1.0,PC周辺機器購入
2025,3,hardware,hw_lease,compute,servers,direct,0.8,サーバーリース料（Windowsサーバー）
2025,3,hardware,hw_lease,compute,unix,direct,0.2,サーバーリース料（UNIXサーバー）
2025,3,hardware,hw_maintenance,compute,servers,direct,0.8,サーバー保守費用（Windowsサーバー）
2025,3,hardware,hw_maintenance,compute,unix,direct,0.2,サーバー保守費用（UNIXサーバー）
2025,3,hardware,hw_depreciation,compute,servers,direct,0.7,サーバー減価償却費（Windowsサーバー）
2025,3,hardware,hw_depreciation,compute,unix,direct,0.2,サーバー減価償却費（UNIXサーバー）
2025,3,hardware,hw_depreciation,storage,online_storage,direct,0.1,ストレージ減価償却費
2025,3,software,sw_license,end_user,end_user_software,direct,0.3,MS365ライセンス
2025,3,software,sw_license,application,business_software,direct,0.7,Salesforce・SAPライセンス
2025,3,software,sw_maintenance,application,business_software,direct,1.0,SAP保守費用
2025,3,external_services,cloud_services,compute,servers,direct,0.5,AWSクラウドサービス（EC2）
2025,3,external_services,cloud_services,storage,online_storage,direct,0.3,AWSクラウドサービス（S3）
2025,3,external_services,cloud_services,platform,database,direct,0.2,Azureクラウドサービス（SQL Database）
2025,3,facilities,facilities_expense,data_center,enterprise_dc,direct,1.0,データセンター電気代
2025,3,facilities,facilities_lease,data_center,enterprise_dc,direct,1.0,データセンター賃料
2025,3,telecom,telecom_expense,network,lan_wan,direct,0.7,インターネット回線料金
2025,3,telecom,telecom_expense,network,transport,direct,0.3,専用線料金
2025,3,other,misc_expense,it_management,it_finance,direct,1.0,事務用品費
